3 -4 7 0 156 255 
-1 13 -6 58 255 196 
0 10 -8 58 255 196 
5 -13 1 255 201 0 
-1 -4 12 0 156 255 
-3 -1 4 0 156 255 
0 -2 14 0 156 255 
0 -2 1 0 156 255 
1 0 4 0 156 255 
5 15 -5 58 255 196 
5 16 -5 58 255 196 
-4 17 -5 58 255 196 
4 -13 17 141 0 0 
0 8 -8 58 255 196 
-1 13 -7 58 255 196 
0 -3 14 0 156 255 
0 8 -5 58 255 196 
-2 11 -5 58 255 196 
0 -4 11 0 156 255 
2 11 -5 58 255 196 
-3 7 -8 58 255 196 
3 -5 12 0 156 255 
-8 15 -5 58 255 196 
0 -1 13 0 156 255 
4 -12 17 141 0 0 
2 12 -8 58 255 196 
1 -2 21 215 255 39 
4 18 -6 58 255 196 
1 13 -7 58 255 196 
3 14 -5 58 255 196 
0 -1 20 215 255 39 
-3 -6 12 0 156 255 
-5 -7 12 0 156 255 
-2 -8 9 0 156 255 
6 16 -4 58 255 196 
1 2 9 0 156 255 
-4 -13 16 255 43 0 
1 0 8 0 156 255 
1 -1 20 215 255 39 
-2 12 -8 58 255 196 
0 -2 13 0 156 255 
-4 6 -11 58 255 196 
3 -3 13 0 156 255 
-3 14 -5 58 255 196 
0 -1 5 0 156 255 
3 -1 4 0 156 255 
-1 7 -9 58 255 196 
1 -5 9 0 156 255 
1 -5 13 0 156 255 
0 0 8 0 156 255 
1 -3 14 0 156 255 
-1 2 7 0 156 255 
1 13 -6 58 255 196 
0 9 -7 58 255 196 
0 -3 18 217 0 0 
1 1 5 0 156 255 
2 3 -6 58 255 196 
-1 -2 14 0 156 255 
1 -2 16 0 156 255 
8 14 -5 58 255 196 
-1 7 -6 58 255 196 
-1 6 -6 58 255 196 
-3 -4 6 0 156 255 
0 -1 9 0 156 255 
-1 1 3 0 156 255 
0 -1 14 0 156 255 
4 -12 16 141 0 0 
-5 -12 0 255 129 0 
-1 -2 16 0 156 255 
0 -1 12 0 156 255 
-1 -3 4 0 156 255 
0 -1 7 0 156 255 
-1 -4 13 0 156 255 
2 -4 15 0 156 255 
-2 -4 14 0 156 255 
-1 12 -6 58 255 196 
0 -3 11 0 156 255 
0 7 -5 58 255 196 
-3 7 -10 58 255 196 
2 0 4 0 156 255 
1 -1 19 215 255 39 
-2 7 -8 58 255 196 
0 -2 8 0 156 255 
0 -3 13 0 156 255 
1 -1 4 0 156 255 
7 14 -5 58 255 196 
-3 -4 8 0 156 255 
-1 -5 12 0 156 255 
2 4 -6 58 255 196 
-1 -1 8 0 156 255 
1 2 7 0 156 255 
-4 -12 16 255 43 0 
-4 -6 11 0 156 255 
-4 15 -5 58 255 196 
-8 14 -5 58 255 196 
1 -4 8 0 156 255 
0 -3 10 0 156 255 
-2 -2 15 0 156 255 
3 7 -8 58 255 196 
1 -4 9 0 156 255 
-4 -11 16 255 43 0 
2 12 -6 58 255 196 
-1 4 -6 58 255 196 
-3 6 -10 58 255 196 
-1 -3 11 0 156 255 
0 -5 12 0 156 255 
1 -3 5 0 156 255 
-1 -6 13 0 156 255 
2 -3 4 0 156 255 
1 7 -6 58 255 196 
